title,district,area,direction,price,types
整租·曹杨五村(芙蓉园) 1室1厅 南,曹杨,43.34,南,5100,1室1厅1卫
整租·金沙雅苑(四期) 2室2厅 南,长征,93.0,南,9500,2室2厅1卫
整租·上河湾 3室2厅 南/北,长征,189.17,南 北,20000,3室2厅2卫
整租·悠诗阁 1室1厅 西北,甘泉宜川,48.53,西北,3000,1室1厅1卫
整租·章家巷小区 2室1厅 南/北,甘泉宜川,58.65,南 北,4900,2室1厅1卫
整租·迷你公馆 1室1厅 南,真如,45.0,南,3700,1室1厅1卫
整租·白玉新村 1室1厅 东,武宁,31.93,东,4500,1室1厅1卫
整租·真西新村第二小区 3室1厅 南,真如,76.46,南,14000,3室1厅1卫
整租·桂巷新村 2室0厅 南,长风,43.79,南,4900,2室0厅1卫
整租·圣天地服务式公寓 1室1厅 南,长寿路,34.4,南,4600,1室1厅1卫
整租·上钞桂花苑 1室1厅 南,长风,48.0,南,3500,1室1厅1卫
整租·阳光威尼斯(四期)(公寓) 2室2厅 错层 南,真光,121.11,南,6500,2室2厅2卫
整租·中远两湾城 3室2厅 南,中远两湾城,162.92,南,13900,3室2厅2卫
整租·电力公寓 3室2厅 南,长寿路,130.22,南,10000,3室2厅2卫
整租·中海紫御豪庭(公寓) 4室2厅 南,长征,256.0,南,32000,4室2厅3卫
整租·安塞小区 1室1厅 南,甘泉宜川,36.31,南,4300,1室1厅1卫
整租·丽和苑 2室2厅 南,长征,94.69,南,6800,2室2厅1卫
整租·白玉大楼 1室1厅 南,武宁,41.68,南,4400,1室1厅1卫
整租·安居古浪新苑 2室2厅 南/北,桃浦,70.99,南 北,5406,2室2厅1卫
整租·世纪之门 1室2厅 东北,长寿路,59.36,东北,6300,1室2厅1卫
整租·万业新阶 1室1厅 南,中远两湾城,60.41,南,5814,1室1厅1卫
整租·长新小区(普陀) 1室1厅 南,甘泉宜川,40.0,南,4030,1室1厅1卫
整租·宜川四村 1室0厅 西/北,甘泉宜川,31.31,西 北,3366,1室0厅1卫
整租·真光七街坊 1室1厅 南,真光,42.95,南,3830,1室1厅1卫
整租·管弄四街坊 2室0厅 南,光新,51.18,南,5304,2室0厅1卫
整租·长征家苑 1室1厅 南,真光,53.57,南,5500,1室1厅1卫
整租·新湖明珠城（一二期） 2室2厅 南,武宁,106.57,南,10200,2室2厅1卫
整租·万里四季苑 1室1厅 南,万里,63.47,南,4930,1室1厅1卫
整租·南泉苑 2室1厅 南,甘泉宜川,60.0,南,5661,2室1厅1卫
整租·长风三村 2室1厅 南/北,长风,52.0,南 北,4641,2室1厅1卫
整租·光新路129弄 1室0厅 北,光新,27.8,北,3754,1室0厅1卫
整租·双山小区 1室1厅 南,甘泉宜川,39.0,南,3907,1室1厅1卫
整租·新长征花苑 2室1厅 南,长征,56.93,南,5800,2室1厅1卫
整租·牡丹新苑 1室1厅 南,真如,53.92,南,5800,1室1厅1卫
整租·安居锦竹苑 1室1厅 南,桃浦,56.6,南,3600,1室1厅1卫
整租·梅六小区 1室1厅 南,长风,40.0,南,3800,1室1厅1卫
整租·农林小区 1室0厅 南,光新,37.05,南,4800,1室0厅1卫
整租·志丹小区  2室1厅 南,甘泉宜川,52.0,南,5500,2室1厅1卫
整租·桃浦五村山茶苑 1室1厅 南,桃浦,48.78,南,3700,1室1厅1卫
整租·宜川二村 2室0厅 南,甘泉宜川,43.16,南,4300,2室0厅1卫
整租·中环名品公馆 2室1厅 南,桃浦,84.21,南,8300,2室1厅1卫
整租·光新苑 1室0厅 南,光新,34.25,南,4200,1室0厅1卫
整租·泰山三村 1室1厅 南,甘泉宜川,38.6,南,4600,1室1厅1卫
整租·曹杨五村(芙蓉园) 1室1厅 南,曹杨,43.34,南,5100,1室1厅1卫
整租·金沙雅苑(四期) 2室2厅 南,长征,93.0,南,9500,2室2厅1卫
整租·上河湾 3室2厅 南/北,长征,189.17,南 北,20000,3室2厅2卫
整租·悠诗阁 1室1厅 西北,甘泉宜川,48.53,西北,3000,1室1厅1卫
整租·章家巷小区 2室1厅 南/北,甘泉宜川,58.65,南 北,4900,2室1厅1卫
整租·桃浦一村瑞香苑 2室0厅 南,桃浦,45.0,南,4284,2室0厅1卫
整租·曹杨六村(兰溪园) 2室0厅 南/北,曹杨,49.28,南 北,5500,2室0厅1卫
整租·荣和怡景园 2室1厅 南,桃浦,65.0,南,6528,2室1厅1卫
整租·圣天地服务式公寓 1室1厅 东,长寿路,35.1,东,5610,1室1厅1卫
整租·普陀二村 2室1厅 南/北,武宁,53.05,南 北,5916,2室1厅1卫
整租·世纪之门 2室2厅 南/北,长寿路,114.25,南 北,9800,2室2厅2卫
整租·龚家宅 1室1厅 南,甘泉宜川,40.0,南,3978,1室1厅1卫
整租·中环家园二期 2室2厅 南,万里,98.0,南,7140,2室2厅1卫
整租·白玉新村 2室1厅 南,武宁,56.08,南,5100,2室1厅1卫
整租·金梅园 2室0厅 南,曹杨,50.0,南,5000,2室0厅1卫
整租·真光新村第二小区 1室1厅 南,真光,37.67,南,4080,1室1厅1卫
整租·甘泉苑 1室0厅 东南,甘泉宜川,33.5,东南,3800,1室0厅1卫
整租·曹杨四村(桐柏园) 1室1厅 南,曹杨,29.66,南,4200,1室1厅1卫
整租·真光十小区 1室0厅 南,真光,30.0,南,3500,1室0厅1卫
整租·桃浦五村杜鹃苑 1室1厅 南,桃浦,43.0,南,3774,1室1厅1卫
整租·安居古浪新苑 2室2厅 南/北,桃浦,70.99,南 北,5406,2室2厅1卫
整租·甘泉苑 1室1厅 南,甘泉宜川,41.51,南,4400,1室1厅1卫
整租·甘泉路5弄 1室0厅 南,甘泉宜川,36.69,南,4000,1室0厅1卫
整租·曹杨五村(南岭园) 2室1厅 南,曹杨,45.0,南,4500,2室1厅1卫
整租·曹杨六村(兰溪园) 2室1厅 南,曹杨,51.74,南,4800,2室1厅1卫
整租·圣天地服务式公寓 1室0厅 东,长寿路,34.4,东,4182,1室0厅1卫
整租·梅川一街坊 1室1厅 南/北,长风,42.98,南 北,4500,1室1厅1卫
整租·曹杨五村(南杨园) 1室1厅 南,曹杨,36.72,南,3800,1室1厅1卫
整租·桃浦三村和乐苑 2室1厅 南,桃浦,53.85,南,4080,2室1厅1卫
整租·章家巷小区 2室1厅 南,甘泉宜川,60.0,南,4000,2室1厅1卫
整租·祁连新家园 1室1厅 南,桃浦,62.64,南,4300,1室1厅1卫
整租·南泉苑 2室1厅 南,甘泉宜川,61.06,南,5763,2室1厅1卫
整租·中远两湾城 3室2厅 南,中远两湾城,141.71,南,11730,3室2厅2卫
整租·石一小区 1室1厅 南,光新,40.0,南,4080,1室1厅1卫
整租·西部俊园 3室2厅 南/北,长寿路,135.99,南 北,13770,3室2厅2卫
整租·新沪小区 1室1厅 南,甘泉宜川,40.15,南,3978,1室1厅1卫
整租·汇丽花园 1室1厅 南,长寿路,58.81,南,7800,1室1厅1卫
整租·桃浦六村樱花苑 1室1厅 南,桃浦,45.0,南,3978,1室1厅1卫
整租·中鼎豪园 2室1厅 南,真光,94.37,南,6680,2室1厅1卫
整租·新村路350弄 2室1厅 南,甘泉宜川,57.22,南,5304,2室1厅1卫
整租·绿地世纪城(一期) 2室2厅 南/北,武宁,93.0,南 北,8700,2室2厅1卫
整租·世纪之门 1室1厅 北/东北,长寿路,34.91,北 东北,4400,1室1厅1卫
整租·泰山三村 2室1厅 南,甘泉宜川,48.0,南,5200,2室1厅1卫
整租·中环名品公馆 2室2厅 南,桃浦,91.39,南,8500,2室2厅1卫
整租·泰宸苑二期 2室2厅 南,长征,88.29,南,6200,2室2厅1卫
整租·沙田公寓 1室1厅 南,川沙,53.56,南,3600,1室1厅1卫
整租·凯利海华府 2室1厅 南,北蔡,96.36,南,13000,2室1厅1卫
整租·城中花园 3室2厅 南/北,康桥,143.0,南 北,7300,3室2厅2卫
整租·上南花苑(三期) 2室2厅 南,世博,106.0,南,10000,2室2厅2卫
整租·东方康德家园一期 1室2厅 南,三林,66.61,南,3200,1室2厅1卫
整租·上南九村 2室1厅 南,世博,55.0,南,5800,2室1厅1卫
整租·三林世博家园(大道站路94弄) 2室2厅 南,杨思前滩,85.0,南,5500,2室2厅1卫
整租·东锦苑 3室1厅 南,川沙,110.0,南,6000,3室1厅1卫
整租·莲溪五村 2室1厅 南,北蔡,94.59,南,5000,2室1厅1卫
整租·金禾新苑 2室1厅 南,三林,76.0,南,5800,2室1厅1卫
整租·日月光水岸花园(一期) 2室1厅 南,张江,120.19,南,9300,2室1厅1卫
整租·杨南新村 2室1厅 南/北,杨思前滩,68.07,南 北,5800,2室1厅1卫
整租·大唐盛世花园（二期） 4室2厅 南,花木,181.51,南,19000,4室2厅2卫
整租·凌四小区 1室1厅 南,洋泾,36.79,南,3800,1室1厅1卫
整租·龙博公寓 2室1厅 南,北蔡,61.0,南,4900,2室1厅1卫
整租·香梅花园(三-五期) 3室2厅 南,杨东,159.68,南,16500,3室2厅2卫
整租·由由七村 1室1厅 南,北蔡,31.69,南,4100,1室1厅1卫
整租·梅园三村 1室1厅 南,梅园,39.53,南,5500,1室1厅1卫
整租·三林世博家园(板泉路2000弄) 1室1厅 南/北,杨思前滩,57.0,南 北,4000,1室1厅1卫
整租·德盈佳园 3室2厅 南/北,惠南,130.49,南 北,3200,3室2厅2卫
整租·莲园路488-518号 2室2厅 南/北,北蔡,71.35,南 北,5800,2室2厅1卫
整租·朱家滩小区 1室1厅 南,潍坊,37.43,南,4600,1室1厅1卫
整租·丰舍西苑 3室1厅 南,曹路,108.0,南,5800,3室1厅1卫
整租·金海华城·达诚雅苑 3室2厅 南,曹路,96.0,南,4200,3室2厅1卫
整租·阳明花园广场（一期） 3室1厅 南,外高桥,126.0,南,6000,3室1厅2卫
整租·涵清苑 3室2厅 南,三林,100.0,南,9600,3室2厅1卫
整租·品臻国际公寓 1室1厅 南,外高桥,55.18,南,3700,1室1厅1卫
整租·聚龙家园 3室1厅 南,北蔡,93.29,南,7200,3室1厅1卫
整租·金杨二街坊 3室1厅 南,金杨,76.45,南,6800,3室1厅1卫
整租·金利公寓 2室1厅 南,唐镇,78.0,南,5500,2室1厅1卫
整租·培花久远公寓 2室1厅 南,北蔡,63.8,南,6000,2室1厅1卫
整租·泾东小区 1室1厅 南,洋泾,41.0,南,3800,1室1厅1卫
整租·依水园二期 2室1厅 南,三林,69.99,南,4000,2室1厅1卫
整租·和合新村 3室1厅 南,御桥,72.0,南,6000,3室1厅1卫
整租·万达广场(周浦) 1室1厅 北,周浦,43.23,北,3500,1室1厅1卫
整租·惠德新邨 1室1厅 南,北蔡,41.48,南,4800,1室1厅1卫
整租·碧云东壹栋 1室1厅 南,金桥,66.14,南,7500,1室1厅1卫
整租·齐爱佳苑 1室1厅 南,唐镇,48.93,南,4700,1室1厅1卫
整租·碧海现代苑 1室1厅 南,金桥,50.0,南,4000,1室1厅1卫
整租·潍坊四村 2室1厅 南,潍坊,49.41,南,5200,2室1厅1卫
整租·三林世博家园(大道站路94弄) 1室1厅 南,杨思前滩,56.56,南,4300,1室1厅1卫
整租·金唐公寓 1室1厅 南,唐镇,61.0,南,4000,1室1厅1卫
整租·浦发绿城西泰林路850弄 2室1厅 南,三林,119.81,南,4200,2室1厅1卫
整租·盛世年华 3室2厅 南,源深,151.0,南,17500,3室2厅2卫
整租·梅园二街坊 3室1厅 南,梅园,76.2,南,9500,3室1厅1卫
整租·南泉小区 1室1厅 南,塘桥,35.44,南,4200,1室1厅1卫
整租·年家浜路321号 1室1厅 北,周浦,38.99,北,3400,1室1厅1卫
整租·城林雅苑 2室1厅 南,三林,67.12,南,5200,2室1厅1卫
整租·中海御景熙岸(公寓) 2室2厅 南,三林,87.16,南,5300,2室2厅1卫
整租·东语璟庭 1室1厅 南,高行,53.0,南,5200,1室1厅1卫
整租·潍坊三村 1室0厅 南,潍坊,30.56,南,4050,1室0厅1卫
整租·梅园三街坊 2室1厅 南,梅园,49.54,南,5800,2室1厅1卫
整租·竹园高层 1室1厅 南,源深,52.78,南,6600,1室1厅1卫
整租·玉兰香苑一期B块 3室2厅 南,张江,113.5,南,8000,3室2厅2卫
整租·吉云公寓 2室1厅 南,联洋,70.4,南,7000,2室1厅1卫
整租·高行绿洲(六期) 2室2厅 南/北,高行,74.0,南 北,5800,2室2厅1卫
整租·寿一小区 1室1厅 南,金桥,43.66,南,4200,1室1厅1卫
整租·金桥新城 2室2厅 南/北,金桥,106.01,南 北,8000,2室2厅1卫
整租·阳光城魔都 1室1厅 南,唐镇,39.7,南,4500,1室1厅1卫
整租·科锦苑 3室2厅 南,张江,80.0,南,5600,3室2厅2卫
整租·万达广场(周浦) 1室1厅 东,周浦,55.81,东,3350,1室1厅1卫
整租·高行绿洲(一期) 3室1厅 南,高行,78.0,南,5300,3室1厅1卫
整租·永业小区 3室1厅 南,金桥,88.0,南,8000,3室1厅1卫
整租·城西小区 2室1厅 南,川沙,56.37,南,3100,2室1厅1卫
整租·浦潍大楼 2室1厅 东/南,潍坊,69.07,东 南,8500,2室1厅1卫
整租·康桥月苑南区 2室2厅 南,康桥,72.0,南,4000,2室2厅1卫
整租·临港十七区 2室1厅 北,临港新城,37.93,北,2200,2室1厅1卫
整租·陆家嘴锦绣前城 3室2厅 南,花木,122.86,南,12500,3室2厅2卫
整租·银山小区 2室1厅 南,金杨,75.18,南,6800,2室1厅1卫
整租·中远行家 1室1厅 南,塘桥,69.54,南,6200,1室1厅1卫
整租·民康苑 3室1厅 南,御桥,76.0,南,6000,3室1厅1卫
整租·济阳二村 1室1厅 南,世博,43.9,南,4000,1室1厅1卫
整租·阳光城魔都 1室1厅 西/北,唐镇,39.0,西 北,5200,1室1厅1卫
整租·光鸿苑 2室1厅 南,南码头,84.58,南,7500,2室1厅1卫
整租·海博大厦 1室1厅 西,南码头,38.3,西,4000,1室1厅1卫
整租·弘扬雅苑 2室2厅 南,金杨,102.25,南,8600,2室2厅1卫
整租·六里二村 2室1厅 南,世博,43.08,南,4200,2室1厅1卫
整租·仁和都市花园 3室2厅 南,御桥,120.55,南,13000,3室2厅2卫
整租·地产尚海郦景 2室2厅 南,梅园,104.57,南,17000,2室2厅1卫
整租·黄浦花园 2室2厅 南,张江,85.57,南,5500,2室2厅1卫
整租·博山小区 2室1厅 南,洋泾,66.49,南,6200,2室1厅1卫
整租·市政大楼 2室1厅 南,梅园,60.55,南,8300,2室1厅1卫
整租·海院小区 1室1厅 南,梅园,42.29,南,5300,1室1厅1卫
整租·鹤沙航城康乐苑 2室1厅 南/北,航头,89.0,南 北,4000,2室1厅1卫
整租·鹏海小区 1室2厅 南,北蔡,58.97,南,4600,1室2厅1卫
整租·正旺苑 2室1厅 南/北,金桥,95.81,南 北,6800,2室1厅1卫
整租·川杨新苑(三期) 3室1厅 南,张江,87.0,南,6500,3室1厅1卫
整租·金海商业广场 3室1厅 西南,金桥,78.0,西南,5000,3室1厅1卫
整租·峨海小区 2室0厅 南/北,塘桥,53.84,南 北,6000,2室0厅1卫
整租·浦沁苑 2室2厅 南/北,金桥,95.19,南 北,7800,2室2厅1卫
整租·黄浦花园 2室1厅 南,张江,68.32,南,5300,2室1厅1卫
整租·民胜苑 2室1厅 南,曹路,76.5,南,4200,2室1厅1卫
整租·丹桂佳苑 3室2厅 南/北,惠南,110.0,南 北,2800,3室2厅2卫
整租·万科金色雅筑 3室2厅 南,三林,89.21,南,8500,3室2厅1卫
整租·鹤沙航城汇诚佳苑 2室1厅 南,航头,72.0,南,3600,2室1厅1卫
整租·由由五村 1室1厅 南,北蔡,38.54,南,4100,1室1厅1卫
整租·晶耀名邸二期 1室1厅 南,杨思前滩,61.72,南,11800,1室1厅1卫
整租·华高苑南区 2室2厅 南,高行,106.51,南,5500,2室2厅1卫
整租·曙光南桥小区 2室1厅 南,川沙,68.75,南,3300,2室1厅1卫
整租·凌二小区 1室0厅 南,洋泾,33.35,南,4300,1室0厅1卫
整租·金杨新村四街坊 1室1厅 南,金杨,40.72,南,5000,1室1厅1卫
整租·民乐城锦园 2室1厅 南,惠南,85.0,南,2800,2室1厅1卫
整租·森兰壹公馆 1室1厅 南,高行,51.83,南,4500,1室1厅1卫
整租·苗桐佳苑 4室0厅 南,北蔡,106.0,南,7500,4室0厅2卫
整租·盛第大厦 1室1厅 北,花木,31.9,北,3500,1室1厅1卫
整租·交江大楼 2室1厅 南,张江,82.12,南,7200,2室1厅1卫
整租·交江大楼 1室1厅 北,张江,64.58,北,5100,1室1厅1卫
整租·罗山四村 1室1厅 南,金杨,49.41,南,5600,1室1厅1卫
整租·金杨新村四街坊 1室1厅 南,金杨,44.14,南,4400,1室1厅1卫
整租·丰舍东苑 2室2厅 南,曹路,86.42,南,4700,2室2厅1卫
整租·南泉小区 1室1厅 南,塘桥,48.17,南,5600,1室1厅1卫
整租·浦发御园 1室1厅 南,三林,67.32,南,7200,1室1厅1卫
整租·齐二小区 1室1厅 南,世博,41.46,南,4200,1室1厅1卫
整租·金桥中环大厦 1室1厅 南,金桥,53.0,南,3500,1室1厅1卫
整租·金羽名庭 3室2厅 南/北,洋泾,131.42,南 北,11500,3室2厅1卫
整租·保利玲珑公馆 3室1厅 南/北,临港新城,90.54,南 北,3500,3室1厅1卫
整租·盛大天地青春里2.0 2室2厅 南,张江,54.0,南,6500,2室2厅2卫
整租·培育苑 2室1厅 南,北蔡,68.33,南,5700,2室1厅1卫
整租·巨西小区 2室1厅 南,梅园,52.95,南,5800,2室1厅1卫
整租·达城家园 1室1厅 南,康桥,55.02,南,3600,1室1厅1卫
整租·川杨新苑(二期) 1室1厅 南,张江,59.57,南,5600,1室1厅1卫
整租·汇园 2室2厅 南,高行,96.58,南,7000,2室2厅1卫
整租·东锦苑 1室1厅 南,川沙,59.57,南,3800,1室1厅1卫
整租·梅园三街坊 2室1厅 南,梅园,51.74,南,6800,2室1厅1卫
整租·建华铂中环 1室1厅 南/北,御桥,56.57,南 北,5300,1室1厅1卫
整租·昌四小区 1室1厅 南,世博,30.45,南,4100,1室1厅1卫
整租·浦发罗兰翡丽 1室2厅 东南,唐镇,69.63,东南,6600,1室2厅1卫
整租·潍坊六村 1室1厅 东,潍坊,32.22,东,5200,1室1厅1卫
整租·云帆名苑 2室2厅 南,泥城镇,55.66,南,1700,2室2厅1卫
整租·潍坊十村 1室1厅 南,潍坊,37.91,南,6000,1室1厅1卫
整租·宁阳小区 1室1厅 南,塘桥,38.08,南,5000,1室1厅1卫
整租·恒大华城梅山苑 2室1厅 南,杨思前滩,64.41,南,6000,2室1厅1卫
整租·惠南一方新城 3室1厅 南,惠南,92.78,南,3200,3室1厅1卫
整租·瑞和苑 1室1厅 南,周浦,54.45,南,3500,1室1厅1卫
整租·百欣苑 2室2厅 北,川沙,89.23,北,3000,2室2厅1卫
整租·浦发东悦城 3室2厅 南,周浦,130.43,南,8800,3室2厅2卫
整租·锦绣华都 2室1厅 南,御桥,90.16,南,7600,2室1厅1卫
整租·浦东世纪花园(公寓) 3室2厅 南,花木,148.11,南,20688,3室2厅2卫
整租·高弘家苑 1室1厅 南,高行,59.56,南,5000,1室1厅1卫
整租·南桥小区 2室1厅 东南,川沙,67.09,东南,3800,2室1厅1卫
整租·欧风家园南区 2室1厅 南,周浦,71.0,南,3000,2室1厅1卫
整租·荷风翠庭 3室2厅 南/北,泥城镇,104.0,南 北,2000,3室2厅1卫
整租·齐友佳苑 3室1厅 南/北,唐镇,85.18,南 北,4300,3室1厅1卫
整租·海阳新村 1室1厅 南/北,杨思前滩,42.63,南 北,5300,1室1厅1卫
整租·民乐城惠园 2室1厅 南,惠南,69.17,南,2200,2室1厅1卫
整租·世纪公馆 3室2厅 南,潍坊,162.09,南,13000,3室2厅1卫
整租·临沂三村 1室1厅 南,南码头,37.58,南,3800,1室1厅1卫
整租·东园四村 2室1厅 南,陆家嘴,55.41,南,6300,2室1厅1卫
整租·塘桥小区 1室1厅 南,塘桥,36.53,南,4700,1室1厅1卫
整租·万科翡翠公园一期 2室2厅 南,张江,114.95,南,10000,2室2厅1卫
整租·浦煤新村 1室0厅 南,高行,35.97,南,2600,1室0厅1卫
整租·高申北苑 2室1厅 南,高行,77.94,南,5400,2室1厅1卫
整租·东城新村 2室1厅 南,杨东,76.12,南,7600,2室1厅1卫
整租·罗山花苑 2室2厅 南,碧云,76.11,南,6900,2室2厅1卫
整租·锦川佳苑 2室1厅 南,川沙,78.0,南,4300,2室1厅1卫
整租·南泉公寓 2室1厅 南,塘桥,48.47,南,5500,2室1厅1卫
整租·云帆佳苑 2室2厅 南/北,泥城镇,94.0,南 北,2200,2室2厅1卫
整租·富特五村 2室1厅 南,外高桥,58.34,南,4200,2室1厅1卫
整租·东陆新村五街坊 1室1厅 南,金桥,42.43,南,4300,1室1厅1卫
整租·禹洲金桥国际 2室1厅 南,金桥,45.0,南,5000,2室1厅2卫
整租·朱家滩小区 1室1厅 南,潍坊,43.62,南,4600,1室1厅1卫
整租·保利玲珑公馆 3室1厅 南,临港新城,89.9,南,2500,3室1厅2卫
整租·禹洲金桥国际 1室1厅 南,金桥,50.26,南,6750,1室1厅2卫
整租·前滩东方惠礼 1室1厅 南,杨思前滩,68.72,南,11000,1室1厅1卫
整租·怡东花园(公寓) 3室2厅 南,塘桥,163.61,南,17000,3室2厅2卫
整租·浦江东旭公寓(669弄110-124号) 2室1厅 南,高行,81.52,南,5200,2室1厅1卫
整租·星金家园 1室1厅 南,曹路,51.06,南,3500,1室1厅1卫
整租·幸福小镇 1室1厅 南/北,高行,51.0,南 北,5100,1室1厅1卫
整租·金谊河畔 3室2厅 南,三林,173.86,南,11000,3室2厅2卫
整租·东方康德家园三期 1室1厅 南,三林,60.0,南,4300,1室1厅1卫
整租·永恒公寓 2室1厅 南,周浦,66.58,南,4200,2室1厅1卫
整租·天鹅泉公寓 3室1厅 南,外高桥,59.21,南,5200,3室1厅2卫
整租·东南新村(浦东) 1室1厅 南,陆家嘴,39.45,南,4600,1室1厅1卫
整租·东明苑 1室1厅 南,世博,43.68,南,4500,1室1厅1卫
整租·朗诗未来树 2室1厅 南,祝桥,60.4,南,3000,2室1厅1卫
整租·联丰新苑(上南路3651弄1-16号) 1室1厅 南,杨思前滩,43.0,南,4100,1室1厅1卫
整租·陆家嘴锦绣前城 4室2厅 南,花木,188.0,南,25000,4室2厅2卫
整租·金桥新村四街坊 2室1厅 南,金桥,64.76,南,5500,2室1厅1卫
整租·华高二村 1室1厅 南,高行,55.24,南,4500,1室1厅1卫
整租·佳运公寓 2室2厅 南,川沙,108.85,南,6500,2室2厅2卫
整租·依水园二期 1室1厅 南,三林,51.67,南,3750,1室1厅1卫
整租·浦东中惠棠里 1室1厅 南,曹路,36.62,南,3000,1室1厅1卫
整租·荷五小区 2室1厅 东南,金桥,78.48,东南,5400,2室1厅1卫
整租·江悦名庭 1室1厅 南,杨思前滩,56.95,南,9000,1室1厅1卫
整租·由由一村 2室1厅 南,北蔡,58.62,南,5250,2室1厅1卫
整租·万达广场(周浦) 1室1厅 南,周浦,53.24,南,3700,1室1厅1卫
整租·珠江玫瑰花园(公寓) 3室2厅 南,梅园,96.36,南,12000,3室2厅1卫
整租·陈家宅小区(潍坊西路) 1室1厅 南,陆家嘴,52.49,南,5800,1室1厅1卫
整租·香山新村东北街坊 1室1厅 南,金杨,45.11,南,4600,1室1厅1卫
整租·前滩东方惠礼 1室2厅 南,杨思前滩,64.93,南,10700,1室2厅1卫
整租·仁恒河滨城(三期) 3室2厅 南,联洋,151.0,南,23000,3室2厅2卫
整租·万邦都市花园 1室1厅 南,花木,40.99,南,6200,1室1厅1卫
整租·浦东大道2511弄 2室1厅 南,金杨,59.94,南,5980,2室1厅1卫
整租·樟盛苑 3室2厅 南,张江,123.0,南,8800,3室2厅2卫
整租·中环滨江大厦 1室2厅 南,金桥,42.0,南,3800,1室2厅1卫
整租·芳草路253弄 3室1厅 南,北蔡,97.51,南,8800,3室1厅1卫
整租·公元新村 2室1厅 南,周浦,54.44,南,3500,2室1厅1卫
整租·浦江茗园 4室2厅 南,梅园,167.0,南,20000,4室2厅2卫
整租·环庆新苑 2室1厅 南,合庆,66.0,南,4200,2室1厅1卫
整租·孙桥花苑 2室1厅 南,张江,74.61,南,5500,2室1厅1卫
整租·保利云上拾光 2室2厅 南,川沙,75.16,南,4000,2室2厅1卫
整租·三林路638号 2室1厅 东南/南,三林,64.43,东南 南,6200,2室1厅1卫
整租·维奇特大厦 2室1厅 南,花木,82.44,南,7000,2室1厅1卫
整租·古桐二村 3室1厅 南,张江,90.55,南,6500,3室1厅1卫
整租·德州七村 2室1厅 南,世博,42.37,南,4900,2室1厅1卫
整租·莲溪二村 3室1厅 南,北蔡,94.6,南,6999,3室1厅1卫
整租·颐谷北苑 2室2厅 南/北,周浦,93.0,南 北,3900,2室2厅1卫
整租·东方悦居 2室2厅 南,杨思前滩,73.32,南,6300,2室2厅1卫
整租·梅园三村 1室1厅 南,梅园,33.64,南,4500,1室1厅1卫
整租·陆家嘴国际华城 3室2厅 南,梅园,164.0,南,17000,3室2厅2卫
整租·汤臣中心 1室1厅 西,陆家嘴,77.43,西,6300,1室1厅1卫
整租·新德路506弄 2室1厅 南,川沙,65.79,南,3600,2室1厅1卫
整租·万科翡翠公园（商用） 1室1厅 东,张江,45.0,东,6000,1室1厅1卫
整租·鹤沙航城东茗苑 1室1厅 南,航头,54.0,南,3100,1室1厅1卫
整租·东园三村小区 2室1厅 东南,陆家嘴,83.21,东南,11000,2室1厅1卫
整租·申城佳苑二期B块 3室1厅 南,张江,90.0,南,5400,3室1厅2卫
整租·东晶国际公寓 2室1厅 南,梅园,71.51,南,12500,2室1厅1卫
整租·雪野二村 1室1厅 南/北,世博,46.1,南 北,5800,1室1厅1卫
整租·沪东新村 2室1厅 南,金桥,57.87,南,4800,2室1厅1卫
整租·上南山水苑南区 2室2厅 南,杨思前滩,86.72,南,6200,2室2厅1卫
整租·双桥小区 1室1厅 南,金桥,48.45,南,4600,1室1厅1卫
整租·汤臣中心 1室1厅 西,陆家嘴,77.43,西,6100,1室1厅1卫
整租·凌兆新村(上浦路165弄) 1室1厅 南,三林,51.0,南,4700,1室1厅1卫
整租·明珠苑(浦东) 1室1厅 南,洋泾,57.79,南,6100,1室1厅1卫
整租·天健萃园 3室1厅 南,万祥镇,93.73,南,2300,3室1厅1卫
整租·东方听潮豪园 2室2厅 南,惠南,120.39,南,3900,2室2厅1卫
整租·金海华城悦虹雅苑 1室1厅 南,曹路,53.0,南,3500,1室1厅1卫
整租·绿地东海岸时尚广场 3室1厅 南/北,周浦,50.0,南 北,3500,3室1厅1卫
整租·绿地峰汇 2室1厅 西北,惠南,54.6,西北,2500,2室1厅1卫
整租·民乐城惠园 1室1厅 南,惠南,55.0,南,2000,1室1厅1卫
整租·汤巷馨村(二期) 3室1厅 南,康桥,78.0,南,5600,3室1厅1卫
整租·云帆雅苑 2室1厅 东南/南,泥城镇,83.1,东南 南,2400,2室1厅1卫
整租·创新佳苑 2室1厅 南,唐镇,60.0,南,4300,2室1厅1卫
整租·舜峰家苑 1室1厅 南,曹路,55.0,南,2400,1室1厅1卫
整租·梅园三街坊 1室1厅 南,梅园,34.09,南,4900,1室1厅1卫
整租·金葵新城(西区) 1室1厅 南,金桥,57.23,南,4800,1室1厅1卫
整租·玉兰香苑(四期) 1室1厅 南,唐镇,61.87,南,5500,1室1厅1卫
整租·巨杨小区 2室1厅 南/北,梅园,52.78,南 北,5000,2室1厅1卫
整租·金杨新村十一街坊 2室1厅 南/北,金杨,66.17,南 北,5300,2室1厅1卫
整租·金桥酒店公寓 1室1厅 东,碧云,67.4,东,4800,1室1厅1卫
整租·潍坊一村 1室0厅 南,潍坊,32.28,南,4700,1室0厅1卫
整租·城林雅苑 2室1厅 南,三林,67.33,南,3300,2室1厅1卫
